Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
52,66226,183268,786,128,5,29.554979850134348,120,0.7467640841998818,Bachelors,Unemployed,Single,Yes,Yes,Auto,No,0
66,96182,474570,775,155,14,7.063823573098813,12,0.2756772765815774,Bachelors,Full-time,Single,Yes,Yes,Other,Yes,0
34,44402,359918,816,377,16,4.7802407712547,360,0.1287875453498998,Bachelors,Self-employed,Single,Yes,No,Auto,Yes,0
61,19263,490626,483,585,13,6.902511342719995,36,0.45053151076316394,Bachelors,Unemployed,Divorced,No,No,Education,Yes,1
45,62924,289859,319,436,4,23.302772861632004,24,0.755019296275853,High School,Unemployed,Divorced,Yes,Yes,Business,No,0
47,89182,290749,823,206,11,13.33966411888344,60,0.0030642324002580603,PhD,Unemployed,Divorced,No,Yes,Home,Yes,0
46,50737,100853,828,387,17,17.397062252823602,36,0.190499874603199,Masters,Unemployed,Divorced,No,No,Auto,Yes,1
63,116332,32174,446,479,7,1.6092655526044615,60,0.7507581123283261,Bachelors,Full-time,Divorced,Yes,Yes,Business,No,0
70,104563,404172,603,339,14,1.9985079486261221,360,0.13686877348572965,PhD,Part-time,Married,No,Yes,Business,No,1
23,143575,498660,527,339,11,13.928940944983468,60,0.0905947613118559,Bachelors,Unemployed,Divorced,No,Yes,Auto,Yes,0
52,116371,77373,401,203,9,24.683002052847083,24,0.4561497726398436,High School,Self-employed,Single,No,No,Home,No,0
77,53709,332396,716,160,13,26.671927482519393,240,0.689475058635864,High School,Self-employed,Divorced,Yes,No,Home,No,0
58,36172,194021,515,539,18,3.5144904602735663,240,0.38168785415514095,PhD,Part-time,Single,No,Yes,Auto,No,0
54,26555,194718,706,391,11,16.612529960929663,360,0.7956514053476198,PhD,Full-time,Divorced,No,No,Business,Yes,0
41,68276,71017,698,574,15,27.483660902098844,240,0.5433373596303943,PhD,Part-time,Divorced,Yes,Yes,Home,Yes,1
46,72492,64037,798,533,19,12.251209877538704,120,0.059259925768358195,High School,Unemployed,Single,No,Yes,Auto,Yes,1
66,104599,90818,764,69,1,25.05740911142269,12,0.7942657053455804,High School,Full-time,Single,No,No,Auto,No,0
63,26046,7548,381,404,4,4.8771739775836505,120,0.3263153894241524,Masters,Full-time,Single,No,No,Auto,Yes,0
70,131021,117981,664,590,14,28.12644020036616,36,0.22992202707638604,PhD,Unemployed,Single,No,No,Business,Yes,1
48,19853,235213,462,516,14,22.791276208407776,120,0.4463033468623085,Masters,Self-employed,Married,No,Yes,Home,No,0
52,135900,205366,347,119,3,28.29869739082015,36,0.24344607345669145,Bachelors,Unemployed,Single,Yes,Yes,Business,No,0
77,74129,155249,810,216,17,20.621899773022687,36,0.06916600569612186,Masters,Part-time,Divorced,No,Yes,Education,Yes,0
50,129130,287166,628,55,3,11.538714027983383,12,0.0011426744633413755,Bachelors,Unemployed,Divorced,Yes,No,Home,No,1
69,136789,107297,415,365,16,28.20725400321695,24,0.35966668233620985,Bachelors,Self-employed,Married,No,Yes,Business,Yes,0
78,53890,137614,636,503,14,8.991436512966175,360,0.6694907377812739,Masters,Unemployed,Single,Yes,Yes,Home,Yes,0
38,81017,223084,446,454,13,10.633003139790244,12,0.45785214850406125,PhD,Part-time,Divorced,Yes,Yes,Education,Yes,0
49,147596,490536,622,103,15,21.323444122050468,360,0.7993658391547527,Bachelors,Part-time,Married,Yes,Yes,Other,No,0
40,115424,61428,742,76,14,23.1941726862362,240,0.22947731651776,PhD,Self-employed,Divorced,No,No,Auto,No,1
50,30048,154812,312,229,19,27.952701031625462,240,0.22436405180804428,High School,Part-time,Married,No,No,Business,Yes,1
20,69912,322497,793,257,6,6.939269862630075,120,0.12779956818715538,Bachelors,Part-time,Married,No,No,Education,Yes,0
35,49008,484569,586,263,10,24.141943021357495,36,0.13125087061226814,High School,Unemployed,Single,No,Yes,Education,Yes,0
42,146132,114132,413,330,15,22.41783554851194,60,0.22814927680803826,Masters,Full-time,Married,No,Yes,Home,Yes,1
59,98559,188604,779,181,6,2.8500421313543383,60,0.6342720362188218,PhD,Part-time,Divorced,Yes,Yes,Home,No,0
48,70337,17052,321,549,10,12.229471095096002,360,0.7246054325091583,Masters,Part-time,Divorced,Yes,No,Auto,Yes,0
71,125616,101689,648,26,7,9.200198254742858,36,0.780069735766145,Bachelors,Self-employed,Single,Yes,No,Home,Yes,1
75,28350,179148,619,275,17,9.830222306266881,360,0.18583172327716213,High School,Self-employed,Single,No,No,Business,No,0
20,39354,447636,425,298,18,29.505459507086325,12,0.7050380364912734,Bachelors,Unemployed,Married,No,No,Business,Yes,0
57,60186,132743,576,90,17,19.64054499091791,24,0.26260407142186964,Masters,Unemployed,Single,Yes,No,Business,Yes,0
63,43145,263307,503,479,9,21.81260857601149,12,0.09027243561350753,PhD,Part-time,Divorced,No,Yes,Other,Yes,0
41,101123,304568,493,572,10,29.321911482135267,36,0.6960199404161326,PhD,Full-time,Divorced,No,No,Business,Yes,0
67,35581,447960,846,457,10,11.938851691271521,36,0.5088845077148949,Bachelors,Full-time,Single,Yes,No,Home,Yes,0
49,103929,464547,585,450,7,24.253364885131372,24,0.13178471686484938,Bachelors,Unemployed,Single,Yes,No,Home,No,1
64,38051,404850,356,364,16,13.601397935830366,360,0.34386500601040204,High School,Self-employed,Single,No,Yes,Business,No,0
39,66474,136870,602,350,18,26.216476482634413,120,0.22980615590165412,Masters,Part-time,Married,No,No,Education,No,0
40,106748,285564,462,399,6,6.2390686980277925,120,0.5894356549681576,Bachelors,Part-time,Married,Yes,No,Education,No,0
19,140995,121575,318,252,1,28.48289913486411,24,0.3627329844994145,High School,Full-time,Divorced,No,No,Education,Yes,0
44,84626,259230,669,458,1,7.344379543915511,120,0.791423956085108,Bachelors,Unemployed,Married,Yes,Yes,Auto,No,0
59,21960,292444,563,498,12,10.460394702447013,60,0.0437959858076761,PhD,Full-time,Married,Yes,Yes,Other,No,0
19,51408,353025,412,507,2,22.929574789096634,120,0.28401221290899736,High School,Full-time,Married,Yes,No,Business,No,0
43,109006,11749,787,303,4,12.418899105396795,120,0.38552013368798194,High School,Unemployed,Married,No,No,Auto,No,0
34,72134,105131,626,500,17,18.638129926226952,120,0.40250684379865587,Bachelors,Self-employed,Divorced,Yes,No,Education,No,0
57,147413,157193,841,597,4,13.892631531013427,60,0.2527486579085094,Masters,Part-time,Single,Yes,No,Business,No,0
50,105327,391707,364,165,11,22.528728175603675,360,0.5833921992780544,PhD,Self-employed,Divorced,No,Yes,Auto,No,0
26,146410,300631,591,414,4,7.6216063186897145,120,0.6997976587911798,Masters,Unemployed,Married,Yes,No,Home,No,0
60,26344,226019,324,461,1,2.695281629869433,240,0.7509754415822905,High School,Unemployed,Single,No,Yes,Education,Yes,0
71,147822,427577,848,113,7,9.697952526718922,60,0.644074701439621,Masters,Part-time,Single,No,No,Auto,No,0
65,82957,284367,300,432,18,14.754951281184479,24,0.6804641578452796,High School,Self-employed,Single,No,Yes,Home,Yes,0
56,120423,73930,848,355,9,5.872581513587678,12,0.44043624049599644,Masters,Part-time,Divorced,Yes,Yes,Education,No,0
46,73053,146128,440,206,3,11.289121400035272,24,0.6607105811414518,Bachelors,Full-time,Single,Yes,No,Other,No,1
59,92454,291524,487,234,8,12.599507530513486,12,0.2428031273183618,Masters,Full-time,Divorced,No,Yes,Education,No,0
72,105600,289179,427,441,19,2.6643634669599328,24,0.31878300968737155,High School,Full-time,Divorced,No,No,Other,Yes,0
43,137732,293764,500,354,4,17.915910197341933,240,0.2535304110548355,PhD,Self-employed,Married,No,Yes,Other,Yes,0
52,52641,414093,426,514,18,26.645959411167336,12,0.3739098683583404,PhD,Full-time,Married,Yes,Yes,Other,No,0
67,44711,257553,556,207,11,5.400544475638521,12,0.2284636929909091,PhD,Part-time,Single,No,No,Business,Yes,1
42,85342,449532,846,124,14,18.336432388643907,36,0.7692891538035576,High School,Self-employed,Single,No,No,Business,No,0
41,121896,196113,493,137,18,20.277436942414543,12,0.2502757024045345,Masters,Part-time,Married,No,Yes,Other,Yes,0
30,102833,380504,403,338,16,13.160705732159363,12,0.07843563048875186,PhD,Unemployed,Divorced,Yes,Yes,Home,Yes,0
77,71276,54352,834,536,3,21.33183003356383,36,0.4214537328403307,PhD,Self-employed,Divorced,No,No,Other,Yes,0
75,34541,425127,564,67,15,12.91121476123935,120,0.04567926275614109,PhD,Part-time,Married,Yes,No,Auto,No,0
24,109457,164856,683,572,4,15.634481351345611,120,0.08843453304686442,Bachelors,Part-time,Divorced,Yes,No,Other,Yes,1
74,59813,4191,559,540,5,1.2132382920783824,36,0.17551151135699705,High School,Self-employed,Married,No,Yes,Business,Yes,0
53,39070,427376,713,382,17,21.059883309905974,60,0.37148019990571335,High School,Unemployed,Married,No,No,Business,No,0
62,95559,353680,657,18,7,20.17893768939701,12,0.34660074584722234,High School,Self-employed,Single,No,No,Auto,Yes,0
37,56786,105576,374,449,16,2.1136254424639924,12,0.639753489602233,High School,Full-time,Single,Yes,Yes,Auto,No,0
18,51062,196713,654,73,14,11.67925311445886,36,0.5915797231072907,High School,Full-time,Married,Yes,No,Education,No,0
25,66571,443939,487,572,16,29.391923382958353,36,0.3410546351925611,Bachelors,Unemployed,Single,Yes,No,Home,Yes,0
63,40510,4631,589,275,7,13.201360314489888,60,0.2669633660605039,Masters,Part-time,Married,No,No,Home,No,0
33,34426,138244,344,47,9,15.556416748823409,240,0.2531750272491989,Bachelors,Part-time,Divorced,Yes,No,Home,Yes,0
31,52265,305224,382,210,4,27.387974586631838,120,0.6191960698352073,PhD,Part-time,Divorced,No,Yes,Business,Yes,0
29,81150,221169,422,539,11,21.800594400106935,24,0.041657924977015794,Bachelors,Self-employed,Divorced,No,No,Home,No,0
68,102312,91353,657,190,2,17.880033802602483,240,0.010257319608484661,High School,Self-employed,Divorced,No,No,Education,Yes,0
40,104613,414497,827,314,12,24.136335758891104,360,0.6364355135413184,Bachelors,Unemployed,Married,Yes,No,Education,Yes,0
32,89910,29671,365,562,12,26.066621727223225,120,0.38171710079123944,High School,Full-time,Divorced,Yes,No,Home,No,1
45,67375,123811,674,561,4,14.24975408038074,12,0.10470491084286078,Bachelors,Part-time,Divorced,Yes,No,Auto,No,0
51,136826,183503,461,112,18,14.778142583023227,360,0.18845274767560102,High School,Full-time,Divorced,No,No,Education,Yes,0
19,50435,222972,679,169,7,12.195477133903237,240,0.7460031624779061,PhD,Self-employed,Divorced,Yes,Yes,Auto,No,0
49,111443,254211,657,467,1,29.034478060535356,36,0.6876023804999184,High School,Self-employed,Married,Yes,Yes,Business,No,0
40,149055,390878,487,13,13,21.21782137442016,60,0.5678280401791781,Bachelors,Self-employed,Divorced,No,Yes,Education,No,0
39,38510,225033,621,287,6,3.4134689200340964,120,0.38578018426986127,PhD,Full-time,Single,No,No,Auto,No,1
68,109071,422818,749,188,6,26.025829076077535,60,0.4162589009531086,Bachelors,Unemployed,Single,Yes,No,Home,Yes,0
42,21640,220861,773,154,12,14.936238284251774,360,0.7801956282271669,PhD,Unemployed,Single,No,No,Business,Yes,0
75,59547,314543,312,566,8,2.9938632862521364,120,0.7726163551074298,Masters,Self-employed,Single,Yes,Yes,Other,No,0
79,69620,155544,483,470,19,16.94180039973602,240,0.17221523662866745,Masters,Part-time,Single,No,No,Other,Yes,1
78,130608,181302,410,74,5,13.09776409029536,12,0.6488836530442545,Masters,Full-time,Single,No,Yes,Home,No,0
39,22564,467832,807,276,18,26.454732741016123,24,0.15779413293361344,Bachelors,Self-employed,Married,Yes,No,Business,No,0
75,128824,8099,589,342,5,6.9158435046722335,60,0.17082998230716112,Bachelors,Full-time,Single,No,No,Business,Yes,1
75,94273,250686,594,424,10,24.967473675273304,60,0.5408744273316615,PhD,Full-time,Divorced,No,Yes,Business,Yes,0
39,89859,419647,750,570,1,17.172972044378128,24,0.32400087887003876,PhD,Unemployed,Single,No,Yes,Business,Yes,0
66,125017,57492,514,510,10,2.583698793190602,60,0.7452355256852162,PhD,Self-employed,Married,Yes,Yes,Other,Yes,0
69,138618,97722,326,181,5,29.183513738439053,60,0.07120778791680707,PhD,Unemployed,Single,No,Yes,Auto,No,0
59,140341,441900,530,457,12,15.865842078992797,120,0.40922051264759446,High School,Self-employed,Divorced,No,Yes,Business,No,0
23,44430,31111,620,63,7,9.435428772715893,120,0.734817224354497,Masters,Full-time,Divorced,Yes,Yes,Auto,Yes,0
32,42788,499603,532,259,9,14.612798417688484,24,0.7232909283836042,High School,Unemployed,Married,Yes,No,Business,No,0
71,84346,64936,736,192,12,25.87787572200718,360,0.125223370732593,High School,Full-time,Married,No,Yes,Education,Yes,0
60,111122,154686,832,405,1,9.842190607166842,12,0.2933101600771652,High School,Self-employed,Married,No,No,Education,Yes,0
77,54974,224332,702,92,11,6.587615498114309,240,0.49529712003735704,High School,Part-time,Married,No,No,Education,Yes,0
54,122309,436207,352,429,15,4.743066160995562,240,0.12751590781712174,Masters,Unemployed,Single,Yes,No,Business,No,0
50,31371,202548,612,433,2,9.637922553316127,360,0.774417737636591,High School,Unemployed,Single,No,No,Auto,No,1
25,60084,250031,580,403,7,23.62139452416126,60,0.7317994629821283,PhD,Full-time,Divorced,Yes,No,Other,Yes,1
70,76916,324064,330,433,12,14.677164590662588,12,0.13356014322757534,Bachelors,Full-time,Married,Yes,Yes,Home,Yes,1
77,88972,488510,636,111,18,7.5969665071126595,24,0.09692436900878834,PhD,Part-time,Married,No,Yes,Other,Yes,0
61,27984,64530,482,374,3,5.819364988682727,360,0.06832678624661224,Bachelors,Unemployed,Single,No,Yes,Business,Yes,0
61,48039,430440,322,58,7,10.649154818800994,24,0.7275549312293049,PhD,Self-employed,Married,Yes,No,Education,No,1
22,100431,270932,843,42,11,28.257806813685555,120,0.15489904783636865,PhD,Self-employed,Divorced,No,Yes,Education,No,1
56,98691,29082,745,206,18,10.947774665110707,60,0.3330279428354838,Bachelors,Unemployed,Divorced,No,No,Auto,Yes,0
21,73606,386431,373,295,12,29.655598202684427,36,0.3590810925216024,Masters,Unemployed,Married,Yes,No,Business,Yes,0
23,117665,90570,309,117,6,15.071683217195329,24,0.47920883537085407,High School,Unemployed,Divorced,No,No,Other,No,0
62,120373,102015,783,531,5,6.195753630414376,360,0.05738827499793997,PhD,Part-time,Divorced,Yes,No,Business,Yes,0
49,39574,208888,755,221,1,26.84306266201177,60,0.18140689392041276,Masters,Self-employed,Single,No,Yes,Business,No,0
69,149502,346732,459,165,12,14.35030582090998,12,0.7451923095351409,High School,Self-employed,Divorced,Yes,Yes,Education,No,0
47,47733,148603,313,155,11,21.580468961631208,360,0.7267280858148557,Masters,Full-time,Married,Yes,Yes,Other,Yes,0
64,17050,351484,477,183,4,29.5276359130654,120,0.6250325179245538,Masters,Full-time,Married,No,Yes,Home,No,0
52,124996,95439,711,89,18,2.455085159279246,240,0.015520996494572349,High School,Unemployed,Divorced,Yes,Yes,Education,No,0
72,48933,439073,352,93,4,3.804142233839447,12,0.2616054147968817,PhD,Full-time,Married,Yes,No,Other,No,0
57,39951,142214,707,12,17,21.89324550241993,24,0.5023669882743262,Masters,Part-time,Single,No,Yes,Auto,No,1
69,47413,116053,321,437,2,9.172925095568688,24,0.22015216941878057,PhD,Self-employed,Divorced,No,No,Education,Yes,0
33,127573,49355,329,537,2,6.344740511552873,12,0.7276693560430219,PhD,Self-employed,Divorced,No,No,Auto,No,0
30,137744,404082,559,586,12,2.1414945147721554,24,0.5071115694659535,PhD,Full-time,Divorced,Yes,No,Education,No,0
67,104431,202139,504,149,6,1.6335546475998524,360,0.05752537385315648,High School,Unemployed,Married,Yes,Yes,Business,No,0
77,58001,235706,358,7,10,23.460082490473937,60,0.7272044710685625,Bachelors,Full-time,Married,Yes,No,Other,Yes,0
59,82364,498030,770,28,16,4.89856939371695,24,0.7662133265409781,PhD,Unemployed,Divorced,No,No,Auto,Yes,0
47,139988,126426,765,295,14,14.563897863163376,120,0.06216993471338039,Bachelors,Part-time,Married,Yes,Yes,Education,Yes,0
36,60028,65027,311,339,7,18.571007640205007,60,0.4258881878890519,Bachelors,Self-employed,Married,Yes,No,Auto,No,0
34,146878,452122,589,438,19,13.422202216496542,360,0.24269142577133637,Masters,Part-time,Divorced,No,No,Education,Yes,0
73,139343,160210,653,143,17,1.78609291775076,36,0.31427126118512194,PhD,Self-employed,Divorced,Yes,No,Education,Yes,0
36,143301,93601,374,518,9,23.721543575049356,24,0.14372097436427353,PhD,Part-time,Married,No,Yes,Home,Yes,0
45,141295,30956,740,44,13,1.3048835117079511,24,0.46245768160993006,PhD,Full-time,Divorced,No,No,Home,No,1
75,49636,239340,540,238,5,23.094806936947037,120,0.7663834825991125,Bachelors,Part-time,Divorced,No,No,Home,Yes,0
72,39262,105797,453,154,5,26.905830319855557,360,0.40245808021728724,High School,Part-time,Divorced,Yes,Yes,Auto,Yes,0
43,95435,388061,395,180,10,13.552357710657997,120,0.06633166511558493,Bachelors,Full-time,Divorced,Yes,Yes,Business,Yes,0
54,143583,389447,593,214,10,16.530731719836147,240,0.49600106678192674,PhD,Self-employed,Married,Yes,No,Education,No,0
43,56844,470511,508,87,7,14.832518385911959,360,0.27217839556100565,PhD,Self-employed,Divorced,No,Yes,Other,No,0
70,79754,137511,642,255,15,12.287049940079726,12,0.6847401516730383,PhD,Full-time,Single,No,Yes,Home,Yes,0
79,92129,441457,387,510,7,26.735311525740446,12,0.3477425186531762,Bachelors,Part-time,Divorced,No,Yes,Auto,Yes,0
40,55042,305677,689,72,15,26.924071809429723,12,0.1542716871537965,PhD,Part-time,Single,Yes,Yes,Auto,Yes,0
26,76665,422486,624,178,3,10.7386745746045,120,0.15288449815291597,Masters,Part-time,Divorced,Yes,Yes,Auto,No,1
29,131953,79815,456,211,19,18.837022866426242,12,0.6150113445769283,PhD,Unemployed,Single,Yes,Yes,Other,No,1
70,133533,40279,436,233,10,27.88031930223006,360,0.21247007864588793,High School,Self-employed,Single,Yes,Yes,Other,Yes,0
18,88781,372931,727,464,15,28.899696469299194,12,0.6137867153273784,Masters,Part-time,Divorced,Yes,No,Home,No,0
75,81262,418104,751,222,3,15.759812172239378,36,0.16470984861327953,PhD,Self-employed,Divorced,No,Yes,Other,Yes,0
75,61600,149702,440,263,6,14.131919353245477,12,0.2573490949610475,Masters,Part-time,Divorced,Yes,Yes,Home,No,0
18,91898,62063,382,206,12,9.082135161927248,24,0.37238957795175953,PhD,Full-time,Single,No,Yes,Other,Yes,0
64,45448,250599,476,365,15,28.80728432252189,240,0.7545566797547606,High School,Full-time,Married,No,No,Other,No,0
51,41172,255311,497,275,6,5.141614829713154,120,0.7453851398030598,PhD,Self-employed,Married,Yes,Yes,Other,Yes,0
49,22657,128896,720,379,13,17.815057705384024,60,0.16549750033783026,Masters,Self-employed,Divorced,No,Yes,Home,No,0
79,127855,167216,700,308,19,9.193957758040527,240,0.28657523299445825,High School,Full-time,Married,Yes,No,Education,Yes,0
71,22906,446377,770,267,3,9.091240420086102,36,0.11951951076301787,Bachelors,Unemployed,Married,Yes,Yes,Home,Yes,0
65,76413,490934,517,63,8,12.744089033909466,120,0.40798806345079774,High School,Full-time,Divorced,No,No,Education,Yes,0
42,69028,223146,474,349,8,29.964995138653983,360,0.3684660405557333,High School,Part-time,Single,Yes,No,Auto,Yes,0
57,22287,209432,322,493,15,2.59402289835484,120,0.720608129960586,High School,Unemployed,Divorced,Yes,Yes,Auto,No,0
62,48660,183051,534,522,4,17.77771272790241,24,0.7440043022328582,Masters,Full-time,Married,No,No,Home,Yes,0
70,75504,98661,312,97,19,3.394592583023038,360,0.3068539128058337,High School,Unemployed,Single,No,Yes,Education,No,0
18,117979,401195,400,70,3,5.48110406972505,240,0.39339035441519155,PhD,Unemployed,Married,No,Yes,Education,No,0
33,49701,420405,835,363,13,13.74732531141406,240,0.7169889993169065,High School,Unemployed,Single,No,No,Education,Yes,0
78,98300,174672,822,569,8,15.803343809046797,12,0.6453662461960492,High School,Self-employed,Married,No,No,Auto,Yes,1
56,98560,453776,751,275,16,8.504979842571196,360,0.0029250490757194215,PhD,Full-time,Divorced,No,Yes,Home,Yes,1
22,58642,472256,730,49,13,10.177256795358069,24,0.256047651346866,PhD,Self-employed,Married,Yes,Yes,Business,Yes,0
39,80160,124257,832,357,3,3.5220435874220586,12,0.3374193935489007,Bachelors,Self-employed,Married,Yes,No,Education,No,0
46,32602,455774,592,563,16,9.793373731483266,12,0.18377302694658537,High School,Part-time,Single,Yes,Yes,Education,No,0
72,118320,349349,400,484,9,29.03019474203578,120,0.159657292716751,Masters,Part-time,Married,No,Yes,Business,No,0
20,103801,270054,801,83,14,28.39651406850197,240,0.030227605276543737,High School,Unemployed,Divorced,Yes,Yes,Home,No,1
29,40931,451929,603,583,13,10.711470413972565,12,0.5146957800558084,High School,Unemployed,Divorced,No,No,Education,Yes,0
43,109377,310001,839,295,7,17.554764152084086,36,0.21000823238653255,PhD,Part-time,Divorced,Yes,Yes,Home,No,1
33,44192,35964,654,235,15,27.378266342217387,36,0.041877742745050475,Bachelors,Part-time,Single,No,Yes,Education,Yes,0
68,61542,479883,602,55,7,1.1793308565860037,240,0.18478344842245092,High School,Full-time,Single,Yes,Yes,Other,Yes,0
54,142015,419443,795,359,6,24.509823539790165,36,0.6415311622689013,Masters,Unemployed,Married,No,No,Education,No,0
39,57520,400194,526,109,2,28.50271703087865,120,0.6811913453172374,High School,Unemployed,Married,No,No,Other,No,0
74,79772,481743,535,191,9,3.6484462956731547,24,0.3864529961546421,Masters,Part-time,Married,No,No,Home,No,0
46,65106,280297,754,92,17,5.68198289495471,60,0.33285653632694895,PhD,Full-time,Single,No,Yes,Education,No,0
31,96121,322909,312,567,5,28.86164278036931,12,0.7822829548014254,Bachelors,Part-time,Single,Yes,No,Auto,No,0
45,40559,231156,509,59,12,16.588664165570044,60,0.16045172767045593,High School,Part-time,Married,Yes,Yes,Auto,No,0
22,120595,109212,696,38,1,1.4117023996799873,24,0.1722874262836868,Bachelors,Self-employed,Single,No,No,Business,Yes,0
64,48742,40071,399,539,10,8.471327964142345,24,0.23349374162911982,High School,Unemployed,Single,No,Yes,Auto,Yes,0
66,84669,113990,330,48,11,14.048366553796928,120,0.13820585462486987,Masters,Full-time,Divorced,No,No,Other,Yes,0
47,85831,70519,827,419,16,21.09435841971826,36,0.30349247856334927,Bachelors,Self-employed,Divorced,Yes,Yes,Auto,No,0
63,127217,10503,628,12,14,22.26165096596719,36,0.7286673815918031,High School,Unemployed,Married,No,Yes,Auto,Yes,0
79,56873,192775,465,35,8,29.867223874838228,24,0.49227827250285944,PhD,Part-time,Married,No,No,Auto,Yes,0
69,121532,458595,758,100,17,9.337824782129012,120,0.3295572388898109,Masters,Full-time,Divorced,Yes,Yes,Education,Yes,1
22,141267,96457,399,85,18,16.60838295418578,120,0.7475286356569719,Bachelors,Unemployed,Single,No,No,Business,Yes,0
29,149092,189938,472,515,12,16.466382887928546,240,0.03877138598065786,High School,Part-time,Married,No,No,Home,Yes,0
33,56755,148977,461,222,17,12.763712523969888,360,0.1682209423214891,Bachelors,Self-employed,Married,Yes,Yes,Business,Yes,0
43,100956,46838,562,337,14,5.905694921430186,12,0.4527108840814072,High School,Full-time,Married,No,Yes,Other,No,0
43,101988,388344,573,165,16,29.346240332331433,360,0.49244209855454335,Masters,Unemployed,Single,No,No,Education,No,0
65,60648,452495,302,382,14,25.746198413330998,36,0.031646005250090516,PhD,Self-employed,Divorced,Yes,No,Education,No,0
38,140991,90489,327,375,9,15.451657820532878,24,0.32243100632570576,Masters,Part-time,Married,No,No,Auto,Yes,0
56,130005,27806,625,470,4,18.494117257836866,240,0.5193231718646982,Bachelors,Part-time,Divorced,Yes,Yes,Auto,No,0
53,17396,177072,448,30,11,7.590570553230207,60,0.5584564371227213,Bachelors,Unemployed,Divorced,No,No,Other,No,0
50,99082,416384,839,374,6,16.76982504136066,36,0.5105119220130154,High School,Part-time,Single,No,Yes,Education,Yes,0
79,143322,71119,787,10,15,21.154133860522798,12,0.25645057948873967,Masters,Full-time,Single,No,Yes,Home,No,1
47,147663,301858,737,301,5,15.939843823211074,120,0.07481609887832762,High School,Unemployed,Single,No,No,Business,Yes,1
54,26303,186165,364,95,11,29.718269946963296,24,0.3416899571354673,Masters,Self-employed,Single,No,No,Education,No,0
40,86719,318563,655,189,18,18.72890803118406,36,0.10300354989444438,Bachelors,Unemployed,Single,Yes,Yes,Home,Yes,0
75,114616,443361,832,452,13,11.758237665172903,60,0.7580989268165337,High School,Unemployed,Single,No,Yes,Home,Yes,0
27,139165,106432,551,191,11,23.392408800859304,12,0.38013669281810264,High School,Self-employed,Married,No,Yes,Business,No,0
71,101231,471641,534,485,14,5.943412835867619,12,0.25380733948549405,Masters,Part-time,Divorced,Yes,Yes,Home,Yes,0
22,22314,356093,526,265,18,12.15095859748173,240,0.6130432568951201,PhD,Self-employed,Single,Yes,No,Other,No,0
53,34623,472027,824,423,19,11.061809560949989,36,0.3983588740658111,Masters,Full-time,Married,No,Yes,Home,Yes,0
51,120228,396677,612,127,15,13.52240575812554,60,0.24802721920996007,PhD,Part-time,Divorced,Yes,No,Other,No,0
69,112624,408507,348,237,9,23.671614951933062,12,0.6495741939126414,Masters,Unemployed,Single,No,No,Home,No,0
48,126785,178876,417,354,8,15.041017932738816,24,0.6937217208008977,Bachelors,Part-time,Single,Yes,No,Auto,Yes,0
27,101206,340115,353,111,1,24.026419057712918,12,0.5384065330309417,High School,Part-time,Married,Yes,Yes,Home,No,0
75,84274,356615,343,445,4,17.71817819105611,60,0.03757153792613384,Masters,Full-time,Divorced,No,Yes,Other,No,0
36,148541,328090,352,342,14,10.920013605069105,120,0.4530583041332257,Bachelors,Part-time,Single,Yes,No,Home,No,0
75,68947,362133,824,144,2,24.489383566820702,120,0.6106359295978253,Masters,Part-time,Divorced,No,No,Home,Yes,0
49,63874,85080,401,64,16,7.910400446039656,240,0.10920240966686574,High School,Part-time,Married,Yes,No,Home,Yes,0
18,64708,253791,697,246,3,7.5071064141940695,36,0.1829366011076827,Masters,Unemployed,Single,Yes,No,Other,No,0
73,89553,455548,437,489,8,15.630584797590238,60,0.7059960840545092,PhD,Part-time,Divorced,Yes,Yes,Home,No,0
22,83344,78794,686,438,6,8.564628132900578,240,0.016097377482459232,High School,Self-employed,Married,No,No,Business,Yes,0
62,64138,293985,410,105,16,1.2635240135852732,360,0.6021817102607808,PhD,Part-time,Married,No,Yes,Business,Yes,0
21,62638,125447,316,180,16,19.800628291665245,12,0.37901863401153835,Bachelors,Full-time,Single,Yes,Yes,Other,No,0
33,93249,121029,481,183,7,15.821720822699543,360,0.3574177270716855,Bachelors,Part-time,Divorced,No,Yes,Auto,Yes,0
41,120865,180830,835,225,13,13.920016620301675,12,0.005677225995909741,Masters,Part-time,Single,No,Yes,Business,Yes,0
33,17719,339416,840,88,13,29.042086923931144,120,0.6555185847731942,PhD,Unemployed,Single,No,No,Education,No,0
72,57534,38643,470,529,5,17.564776334924495,240,0.2878599205092532,PhD,Self-employed,Divorced,Yes,Yes,Business,Yes,1
19,107241,444624,708,370,18,26.03951575589215,120,0.43261250504043436,High School,Part-time,Divorced,No,No,Education,Yes,0
66,141209,307094,677,398,15,5.044056849949645,24,0.5418405490685275,PhD,Self-employed,Divorced,Yes,Yes,Other,Yes,0
45,107124,188921,487,105,18,17.5069874307534,360,0.5621036611503326,PhD,Full-time,Married,Yes,No,Auto,No,0
49,106659,363644,529,270,2,26.171409175196185,360,0.7647840470608579,High School,Unemployed,Married,Yes,No,Education,Yes,0
44,90713,160116,418,502,10,17.910066961117042,120,0.4250719625892873,High School,Self-employed,Divorced,Yes,No,Education,No,0
